State,Issuer_Name,Issuer_ID,Metal_Level,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,244686,21060,179,**,315,91,0,20473,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,6082,898
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,696685,118395,578,172,941,91,32,116581,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,26427,5254
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,541326,76733,481,58,774,46,**,75371,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,22629,4494
FL,"Health Options, Inc.",30252,Silver,23017981,3063375,3022,1233,40.8,88,29,32.95,409412,57674,480,**,1321,70,0,55797,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,6700,961
FL,"Health Options, Inc.",30252,Silver,23017981,3063375,3022,1233,40.8,88,29,32.95,4246082,620746,3622,48,12785,568,17,603706,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,82661,9334
FL,"Health Options, Inc.",30252,Gold,23017981,3063375,3022,1233,40.8,88,29,32.95,129523,16565,165,**,195,16,0,16188,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,2465,395
FL,"Health Options, Inc.",30252,Silver,23017981,3063375,3022,1233,40.8,88,29,32.95,19809,3043,21,**,64,**,0,2952,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,381,53
FL,"Health Options, Inc.",30252,Silver,23017981,3063375,3022,1233,40.8,88,29,32.95,2353201,317741,2153,94,4015,815,30,310634,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,68630,8746
FL,"Health Options, Inc.",30252,Gold,23017981,3063375,3022,1233,40.8,88,29,32.95,24840,3309,16,**,169,**,0,3117,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,648,111
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,53230,7386,29,0,60,44,0,7253,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,2241,517
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,91513,12111,84,**,140,**,0,11879,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,4626,898
FL,"Health Options, Inc.",30252,Platinum,23017981,3063375,3022,1233,40.8,88,29,32.95,26462,3405,99,0,66,13,0,3227,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,396,68
FL,"Health Options, Inc.",30252,Gold,23017981,3063375,3022,1233,40.8,88,29,32.95,53311,6780,67,**,80,33,0,6599,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,1228,191
FL,"Health Options, Inc.",30252,Silver,23017981,3063375,3022,1233,40.8,88,29,32.95,2478874,332826,2262,62,8029,245,**,322221,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,59886,9073
FL,"Health Options, Inc.",30252,Silver,23017981,3063375,3022,1233,40.8,88,29,32.95,7148507,894242,6286,324,19439,1032,23,867138,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,182885,25475
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,641915,82345,528,11,867,50,13,80876,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,20481,4225
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,94064,13548,65,**,127,37,0,13318,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,4002,741
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,298431,40397,286,39,340,76,0,39656,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,10531,1707
FL,"Health Options, Inc.",30252,Bronze Expanded,23017981,3063375,3022,1233,40.8,88,29,32.95,494873,66441,525,56,667,99,**,65087,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,20501,6129
FL,Blue Cross and Blue Shield of Florida,16842,Silver,18025819,1936124,3519,1665,47.31,111,38,34.23,234419,27420,39,**,434,120,0,26824,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,3165,406
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,209700,21383,62,**,455,104,0,20758,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,4825,701
FL,Blue Cross and Blue Shield of Florida,16842,Silver,18025819,1936124,3519,1665,47.31,111,38,34.23,12931,3435,0,0,**,**,0,3430,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,158,24
FL,Blue Cross and Blue Shield of Florida,16842,Platinum,18025819,1936124,3519,1665,47.31,111,38,34.23,9974,1797,0,0,15,**,0,1780,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,92,17
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,560287,62330,151,**,667,103,0,61407,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,12384,1553
FL,Blue Cross and Blue Shield of Florida,16842,Platinum,18025819,1936124,3519,1665,47.31,111,38,34.23,407191,38739,92,0,634,105,0,37908,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,3935,348
FL,Blue Cross and Blue Shield of Florida,16842,Silver,18025819,1936124,3519,1665,47.31,111,38,34.23,1409824,160558,314,14,2293,545,**,157391,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,22021,3545
FL,Blue Cross and Blue Shield of Florida,16842,Gold,18025819,1936124,3519,1665,47.31,111,38,34.23,315393,30283,82,11,617,103,**,29469,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,4540,566
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,310292,28497,87,**,655,149,**,27602,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,5865,600
FL,Blue Cross and Blue Shield of Florida,16842,Gold,18025819,1936124,3519,1665,47.31,111,38,34.23,66620,6623,14,**,132,12,0,6464,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,1134,159
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,662913,53001,123,**,1022,195,**,51652,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,15887,1993
FL,Blue Cross and Blue Shield of Florida,16842,Silver,18025819,1936124,3519,1665,47.31,111,38,34.23,899685,104917,124,**,2144,207,**,102431,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,14247,1844
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,377889,44149,40,**,870,41,0,43196,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,14038,2370
FL,Blue Cross and Blue Shield of Florida,16842,Silver,18025819,1936124,3519,1665,47.31,111,38,34.23,59591,9024,0,0,157,**,0,8864,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,966,140
FL,Blue Cross and Blue Shield of Florida,16842,Platinum,18025819,1936124,3519,1665,47.31,111,38,34.23,31486,3971,**,0,49,**,0,3915,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,503,66
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,1435074,177633,100,21,2239,288,21,174964,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,43661,7204
FL,Blue Cross and Blue Shield of Florida,16842,Platinum,18025819,1936124,3519,1665,47.31,111,38,34.23,444404,45566,124,**,1112,142,0,44186,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,5140,712
FL,Blue Cross and Blue Shield of Florida,16842,Silver,18025819,1936124,3519,1665,47.31,111,38,34.23,7938192,864118,775,33,16645,1953,65,844647,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,145087,15808
FL,Blue Cross and Blue Shield of Florida,16842,Gold,18025819,1936124,3519,1665,47.31,111,38,34.23,795914,80398,106,**,1595,123,**,78559,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,15117,1967
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,392410,39500,29,**,798,100,11,38559,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,12587,1517
FL,Blue Cross and Blue Shield of Florida,16842,Gold,18025819,1936124,3519,1665,47.31,111,38,34.23,226846,23685,20,0,456,57,**,23151,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,4877,633
FL,Blue Cross and Blue Shield of Florida,16842,Bronze Expanded,18025819,1936124,3519,1665,47.31,111,38,34.23,1224784,109097,98,**,2024,198,22,106749,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,37202,6108
FL,"Molina Healthcare of Florida, Inc",54172,Gold,515439,113466,623,222,35.63,**,0,0,10584,2365,586,599,1020,101,0,1614,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,190,32
FL,"Molina Healthcare of Florida, Inc",54172,Silver,515439,113466,623,222,35.63,**,0,0,68337,15874,4247,3800,6713,804,55,11696,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,1634,274
FL,"Molina Healthcare of Florida, Inc",54172,Bronze Expanded,515439,113466,623,222,35.63,**,0,0,417964,90628,23653,50989,40144,3371,469,65753,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,29680,6711
FL,"Molina Healthcare of Florida, Inc",54172,Gold,515439,113466,623,222,35.63,**,0,0,3002,786,188,206,307,35,0,626,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,71,*
FL,"Molina Healthcare of Florida, Inc",54172,Silver,515439,113466,623,222,35.63,**,0,0,15552,3813,1342,1289,1860,357,54,2617,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,399,84
GA,Anthem Blue Cross and Blue Shield,49046,Catastrophic,3857828,717223,421,56,13.3,0,0,**,9190,1991,301,89,704,40,0,857,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,255,66
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,29321,4220,426,162,1857,70,0,1705,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,472,71
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,37236,5541,693,285,2423,31,0,2109,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,869,146
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,28204,4428,571,231,1738,21,0,1867,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,658,109
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,33987,6035,878,190,2471,34,0,2462,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,501,80
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,134819,22285,1929,4606,7714,70,**,7965,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,3668,468
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,191252,36571,3895,6935,12341,256,**,13136,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,3308,539
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,86935,15494,2099,675,6960,141,0,5619,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1364,166
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,281089,55582,6269,10249,19786,398,21,18859,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,5385,782
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,107664,18534,1844,3982,6313,78,22,6295,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,3493,563
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,69280,12040,1143,2245,4325,41,0,4286,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,2322,449
GA,Anthem Blue Cross and Blue Shield,49046,Catastrophic,3857828,717223,421,56,13.3,0,0,**,42575,8493,1182,1553,2922,99,11,2726,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1651,521
GA,Anthem Blue Cross and Blue Shield,49046,Catastrophic,3857828,717223,421,56,13.3,0,0,**,2288,331,35,23,120,**,0,151,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,54,14
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,3596,624,99,77,195,22,0,231,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,55,14
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,5298,802,72,50,362,**,0,315,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,105,21
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,5849,760,81,65,271,**,0,342,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,121,23
GA,Anthem Blue Cross and Blue Shield,49046,Bronze,3857828,717223,421,56,13.3,0,0,**,63533,9249,1278,354,3981,48,12,3576,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1314,248
GA,Anthem Blue Cross and Blue Shield,49046,Bronze,3857828,717223,421,56,13.3,0,0,**,119407,21753,2173,4022,7421,148,20,7969,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,4092,699
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,24364,4645,530,125,2005,40,0,1945,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,357,64
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,105398,20680,2659,3387,7160,284,0,7190,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1791,336
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,620606,104562,14241,4295,42210,919,**,42887,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,8707,1146
GA,Anthem Blue Cross and Blue Shield,49046,Gold,3857828,717223,421,56,13.3,0,0,**,123877,25907,2467,4291,10529,175,**,8444,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1874,309
GA,Anthem Blue Cross and Blue Shield,49046,Gold,3857828,717223,421,56,13.3,0,0,**,1599,215,42,**,91,0,0,72,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,26,*
GA,Anthem Blue Cross and Blue Shield,49046,Gold,3857828,717223,421,56,13.3,0,0,**,19358,3937,636,162,1735,55,0,1349,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,257,49
GA,Anthem Blue Cross and Blue Shield,49046,Bronze,3857828,717223,421,56,13.3,0,0,**,12022,1681,218,164,652,**,0,645,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,247,49
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,74773,12230,1712,1117,4482,213,0,4706,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,855,137
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,52537,8647,1075,303,4000,139,15,3115,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1104,195
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,5664,830,87,73,395,18,0,257,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,105,13
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,22080,3536,376,177,1374,22,0,1587,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,334,55
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,1817,434,81,27,48,0,0,278,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,19,*
GA,Anthem Blue Cross and Blue Shield,49046,Bronze Expanded,3857828,717223,421,56,13.3,0,0,**,165840,30777,3012,5928,11457,214,16,10150,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,5270,973
GA,Anthem Blue Cross and Blue Shield,49046,Silver,3857828,717223,421,56,13.3,0,0,**,80331,15906,1918,2879,5529,33,**,5543,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1388,250
